name,fileorder,number,parkprop,borough,parkname,parknumber,commboard,council,Location,extant,dedicated,cast,descrip,dimen,sponsor,materials,foundry,fabricator,sculptor,architect,donor,maintain,contractor,created,Name2,Name3,MaintainedByParks,Installation,Rededication,Cost,Categories,inscribed
Colonial Fountain and Garden,colonial fountain and garden,290,Y,the Bronx,Van Cortlandt Park,X092,0,11,VAN CORTLANDT PARK; Broadway at 242nd Street,N,1913,,display fountain,"11'6""h x 40'd",,marble,,,,Allen and Collins,gift of colonial dames of n.y.,,,07/01/1993,,,,,,, Colonial,THIS FOUNTAIN IS GIVEN TO THE CITY OF NEW YORK BY THE COLONIAL DAMES OF THE STATE OF NEW YORK.  1964-FOUNTAIN WAS DEMOLISHED BY VANDALS.
Colonial Rose Garden Tablet,colonial rose garden tablet,291,Y,Staten Island,Conference House Park,R006,3,51,"Biddle house, Pittsville Ave. and Satterlee St.",Y,1932,,Tablet on boulder,"H: 10"" W: 1'4""",,"Bronze, natural boulder",,,,,,,,07/01/1993,,,Y         ,,,, Colonial,"THIS COLONIAL ROSE GARDEN / IS PRESENTED AND DEDICATED BY THE / RANDALL MANOR WOMAN'S CLUB / STATEN ISLAND. / IN COMMEMORATION OF THE TWO HUNDREDTH / ANNIVERSARY OF THE BIRTH OF /GEORGE WASHINGTON. / MRS. WILLIAM P. MC GOVERN, PRESIDENT / MRS. EDWARD DARRAGH WISELY, CHAIRMAN / MAY 28, 1932 /"
Columbia University entrance pylons,,292,N,Manhattan,,,9,9,"Broadway at 116th St., Amsterdam and 116th",Y,1915,,four pylons,,,Milford pink granite,,,Charles Keck,"McKim, Mead, and White",,,,07/01/1993,,,,,,, Sculpture,
Columbus Monument,"Columbus, Christopher",299,Y,Manhattan,Central Park,M010,7,8,Columbus Circle,Y,"October 12, 1892",1892,"Standing figue (colossal scale) on rostral column on pedestal, base, and plinth; pedestal figure of a winged youth examining a globe; two bas-reliefs on base",Total: 76'; Figure H: 13'; Column H: 35'; Pedestal H: 28',CPC,Figures--Carrara marble; Column--granite; Rostra and bas-reliefs--bronze,"Nelli, Rome",,Gaetano Russo,,"Italian Americans led by Carlo Barsotti, publisher, Il Progresso  Italo Americano",,,07/01/1993,,,Y         ,,,," Sculpture, Explorer","[top, English inscription] TO CHRISTOPHER COLUMBUS / THE ITALIANS RESIDENT IN AMERICA, / SCOFFED AT BEFORE, / DURING THE VOYAGE, MENACED, / AFTER IT, CHAINED, / AS GENEROUS AS OPPRESSED, / TO THE WORLD HE GAVE A WORLD. /   [bottom, English inscription] JOY AND GLORY / NEVER UTTERED A MORE THRILLING CALL / THAT THAT WHICH RESOUNDED / FROM THE CONQUERED OCEAN / IN SIGHT OF THE FIRST AMERICAN ISLAND /LAND! LAND! / ON THE XII OF OCTOBER MDCCCXCII / THE FOURTH CENTENARY / OF THE DISCOVERY OF AMERICA / IN IMPERISHABLE REMEMBRANCE. /  [top, Italian inscription] A CRISTOFORO COLOMBO / GL ITALIANI RESIDENTI IN AMERICA / IRRISO PRIMA / MINACCIATO DURANTE IL VIAGGIO / INCATENATO DOPO / SAPENDO ESSER GENEROSO QUANTO OPPRESSO / DONAVA UN MONDO AL MONDO  [bottom, Italian inscription] LA GIOIA E LA GLORIA / NON EBBERO MAI PIU SOLENNE GRIDO / DI OUELLO CHE RISUONO IN VISTA / DELLA PRIMA ISOLA AMERICANA / TERRA! TERRA! / NEL 12 OTTOBRE 1892 / QUARTO CENTENARIO / DELLA SCOPERTA D'AMERICA / A IMPERITURA MEMORIA /"
Columbus Monument,"Columbus, Christopher",299,Y,Manhattan,Central Park,M010,7,8,Columbus Circle,Y,"October 12, 1892",1892,"Standing figue (colossal scale) on rostral column on pedestal, base, and plinth; pedestal figure of a winged youth examining a globe; two bas-reliefs on base",Total: 76'; Figure H: 13'; Column H: 35'; Pedestal H: 28',CPC,Figures--Carrara marble; Column--granite; Rostra and bas-reliefs--bronze,"Nelli, Rome",,Gaetano Russo,,"Italian Americans led by Carlo Barsotti, publisher, Il Progresso  Italo Americano",,,07/01/1993,,,Y         ,,,," Sculpture, Explorer","[top, English inscription] TO CHRISTOPHER COLUMBUS / THE ITALIANS RESIDENT IN AMERICA, / SCOFFED AT BEFORE, / DURING THE VOYAGE, MENACED, / AFTER IT, CHAINED, / AS GENEROUS AS OPPRESSED, / TO THE WORLD HE GAVE A WORLD. /   [bottom, English inscription] JOY AND GLORY / NEVER UTTERED A MORE THRILLING CALL / THAT THAT WHICH RESOUNDED / FROM THE CONQUERED OCEAN / IN SIGHT OF THE FIRST AMERICAN ISLAND /LAND! LAND! / ON THE XII OF OCTOBER MDCCCXCII / THE FOURTH CENTENARY / OF THE DISCOVERY OF AMERICA / IN IMPERISHABLE REMEMBRANCE. /  [top, Italian inscription] A CRISTOFORO COLOMBO / GL ITALIANI RESIDENTI IN AMERICA / IRRISO PRIMA / MINACCIATO DURANTE IL VIAGGIO / INCATENATO DOPO / SAPENDO ESSER GENEROSO QUANTO OPPRESSO / DONAVA UN MONDO AL MONDO  [bottom, Italian inscription] LA GIOIA E LA GLORIA / NON EBBERO MAI PIU SOLENNE GRIDO / DI OUELLO CHE RISUONO IN VISTA / DELLA PRIMA ISOLA AMERICANA / TERRA! TERRA! / NEL 12 OTTOBRE 1892 / QUARTO CENTENARIO / DELLA SCOPERTA D'AMERICA / A IMPERITURA MEMORIA /"
Columbus Park Tablet,columbus park tablet,294,Y,Manhattan,Columbus Park,M015,3,1,"Bayard, Baxter and Mulberry Streets",M,1897,,Tablet on wall,"H: 2'1"" W: 2'9 ½""",,Bronze,,,,,Purchase,,,07/01/1993,,,,,,,,"THIS BUILDING WAS ERECTE BY THE DEPARTMENT OF PUBLIC PARKS, IN THE YEAR 1897.  DURING THE ADMINISTRATION OF WILLIAM L. STRONG, MAYOR OF THE CITY OF NEW YORK. SAMUEL MC MILLEN-PRESIDENT S.V.R. CRAGER-VICE PRESIDENT WILLIAM A. STILES-TRESURER SMITH ELY-COMMISSIONER WILLIAM LEARY-SECRETARY"
Columbus Square Tablet,columbus square tablet,295,Y,Queens,Columbus Square,Q137,1,22,"Astoria Boulevard, Hoyt Avenue and 31st Street",Y,"October 12, 1937",,Circular tablet set in pavement,"Diameter: 24""",,Bronze,,,,,Italian Chamber of Commerce of Queens,,,07/01/1993,,,Y         ,,,, Explorer,"BUT FOR COLUMBUS THERE WOULD BE NO AMERICA / PRESIDENT FRANKLIN D. ROOSEVELT /  ON THIS SITE / WILL BE ERECTED / A MONUMENT TO / CHRISTOPHER COLUMBUS / THIS TABLET DEDICATED / ON OCTOBER 12, 1937 / BY THE ITALIAN CHAMBER OF COMMERCE OF / THE BOROUGH OF QUEENS & ALLIED SOCIETIES /"
Column of Jerash,,812,Y,Queens,Flushing Meadows / Corona Park,Q099,15,21,East of Unisphere,Y,"World's Fair, 1964",120 AD,"Column, plaque set in ground","Plaque H: 30"" W: 60""",,Marble,,,,,King Hussein of Jordan,,,07/01/1993,,,Y         ,,,,,"THIS COLUMN WAS PRESENTED TO/ THE NEW YORK WORLDS FAIR AND THE CITY OF NEW YORK BY/ HIS MAJESTY KING HUSSEIN / OF THE HASHEMITE KINGDOM OF JORDAN/ ON THE OCCASION / OF JORDAN'S PARTICIPATION IN THE FAIR./ THE COLUMN WAS RECEIVED BY THE HONORABLE ROBERT MOSES, PRESIDENT, / NEW YORK WORLD'S FAIR 1964-1965 CORPORATION./  THIS IS ONE OF MANY COLUMNS IN A TEMPLE ERECTED BY THE ROMANS/IN 120 A.D./ THAT STOOD IN THE ROMAN CITY OF JERASH, JORDAN./ THE COLUMNS ARE KNOWN AS THE WHISPERING COLUMNS OF JERASH."
Columnade,Columnade,302,Y,Manhattan,Fort Tryon Park,M029,12,7,"Across from restaurant building, north of parking lot",Y,"February 1, 1973",1973,"Two upright, continuous lengths of cast material in a U-attached- to- inverted-U pattern, aligned side by side","H: 17' W: 19' D: 3' 6""",,"Precast, reinforced concrete",,Kenvil Newcrete Products,Eduardo Ramirez Villamizar,,The 1971-72 Mayor's Neighborhood Action Program,,,07/01/1993,,,Y         ,,,," Sculpture, Abstract",
Comfort Station Tablet,comfort station tablet,304,Y,Manhattan,Riverside Park,M071,0,9,Riverside Drive and 123rd Street,M,1909,,Tablet on building wall,"H: 14"" W: 21 ½""",,Bronze,,,,,,,,07/01/1993,,,,,,,,"ERECTE BY THE DEPARTMENT OF PARKS OF THE CITY OF NEW YORK DURING THE ADMINISTRATION OF GEORGE B. MC CLELLAN, MAYOR.  COMMISSIONERS HENRY SMITH, PRESIDENT JOSEPH I. BERRY, MICHEAL J. KENNEDY WILLIAM J. FRANSIOLI, SECRETARY THEODORE E. VIDETO, ARCHITECT AD MCMIX"
Dewitt Clinton,"clinton, dewitt",276,O,Manhattan,,M013,1,1,City Hall; Governor's Room,Y,,,Bust,,,White marble,,,,,,,,07/01/1993,,,,,,,,
Commander Eugene S. Sarsfield Flagstaff,,1397,Y,Brooklyn,Commander Eugene S. Sarsfield Playground,B207,18,46,"Flatland Ave,  Avenue M, East 38th and Ryder St",M,"November 4, 1945",,Plaque on base,see memo,,"Bronze, cast stone",,,,,"rev. ed. a burkey #123, cath war ve",,,07/01/1993,,,,,,," World War II, War Memorial","SARSFIELD PLAYGROUND / DEDICATED / TO THE MEMORY OF / COMMANDER EUGENE S. SARSFIELD / U.S.NAVY / WHO WENT DOWN WITH HIS SHIP / THE U.S.S. MADDOX / IN THE INVASION OF SICILY / JULY 10, 1943"
Commerce,Commerce,305,N,Manhattan,,,1,1,"Surrogate's Court/Hall of Records, 31 Chambers Street, Centre Street façade, chief cornice, fourth from left",Y,1905,ca. 1905,standing female figure,,,Westerly granite,,,Philip Martiny,Horgan and Slattery,"$75,000 (total for all 47 sculptures originally in and on Surrogate's Court/Hall of Records); purchase",,,07/01/1993,,,,,,, Sculpture,
Commerce,Commerce,306,N,Manhattan,,,1,1,"Surrogate's Court/Hall of Records, 31 Chambers Street, Elk Street elevation, beside center window in attic",Y,1903,ca. 1903,seated female figure (heroic scale),,,Westerly granite,,,Henry Kirke Bush-Brown,Horgan and Slattery,"$75,000 (total for all 47 sculptures originally in and on Surrogate's Court/Hall of Records); purchase",,,07/01/1993,,,,,,, Sculpture,
Commissioner Newbold Morris,,1061,Y,Manhattan,Central Park,M010,7,8,Between Arsenal and Central Park Zoo; next to bench at the SW corner of building,Y,1966,,Tablet on plinth,"H: 6 3/8"" W: 15""",,"Bronze, granite",,,,,Division of monuments,,,07/01/1993,,,Y         ,,,," Public Servant, Politcal Figure",PARK COMMISSIONER'S BENCH / RESERVED FOR / NEWBOLD MORRIS / A DEDICATED PUBLIC SERVANT/
Commodore John Barry,,1992,Y,Brooklyn,,B021,,35,"Park Avenue, Navy Street, and North Elliot Place, South of Flushing Avenue, northeast corner of fieldhouse",Y,"March 15, 1996",,Inscribed stele with Celtic cross and US Navy seal at top and text below,"H: 10"" W: 30"" D:18"", 550 lbs.",,Barre granite,,"Supreme Memorials, Inc.",,,Commodore Barry Club,,,,,,Y         ,,,"$3,000", Revolutionary War,"COMMODORE JOHN BARRY / FATHER OF THE AMERICAN NAVY / BORN Co. WEXFORD, IRELAND MARCH 15, 1745 / DIED PHILADELPHIA, PA. SEPTEMBER 13, 1803 / TO MARK THE 250TH ANNIVERSARY / OF HIS BIRTH MARCH 15, 1995 / GIFT OF THE COMMODORE BARRY CLUB OF BROOKLYN / "
Commons Plaque,commons plaque,307,Y,Manhattan,City Hall Park,M013,1,1,"5Boro Fragment Room, Shelf A9",S,1897,,Tablet embedded in walk,,,Bronze,,,,,Gift of the Mary Washington Colonial Chapter of the Daughters of the American Revolution,,,07/01/1993,,,,,,, Colonial,"ON THE COMMON OF THE CITY OF NEW YORK NEAR WHERE THIS TABLET IS ERECTED THERE STOOD FROM 1766 A LIBERTY POLE ERECTED TO COMMEMORATE THE REPEAL OF THE STAMP ACT IT WAS REPEATEDLY DESTROYED BY THE VIOLENCE OF THE TORIES AND AS REPEATEDLY REPLACED BY THE SONS OF LIBERTY WHO ORGANIZED A CONSTANT WATCH AND GUARD.  IN ITS DEFENCE THE FORST MARTYR BLOOD OF THE AMERICAN REVOLUTION WAS SHED ON JAN 18, 1770  AD 1897 ERECTED BY THE MARY WASHINGTON COLONIAL CHAPTER."
Comptroller,,308,N,Manhattan,,,1,1,MUNICIPAL BDLG.; Chambers and Center Streets,Y,1912,,"relief, 24 panels",,,Maine granite,,,Adolph Alexander Weinman,,purchase,,,07/01/1993,,,,,,, Sculpture,
Concord World War II Memorial,concord world war ii memorial,310,Y,Staten Island,,,2,50,"Targee Street, Narrows Road South,  Clove Road",Y,Re-erected 5/7/69,,Stele with plaque,"Stele: H: 8'5"" W: 7'4"" D: 32""; Plaque H:-5'6"" W:48""",,"Barre granite, bronze",,,,,Contributions from township,,,07/01/1993,,,Y         ,,,," World War II, War Memorial","HONOR ROLL / WORLD WAR II / ERECTED AND AFFECTIONATELY INSCRIBED TO THE MEMORY OF / THE HEROIC MEN AND WOMEN OF CONCORD, STATEN ISLAND, / AS A TRIBUTE TO THE SELF SACRIFICING SPIRIT THAT / THEY DISPLAYED IN THEIR COUNTRY'S SERVICE DURING / THE MOMENTOUS YEARS OF 1941-1945. / MAY GOD'S BLESSINGS  REST UPON THEM / FRANKLIN D. ROOSEVELT /   Inset box: OUR HONORED DEAD / [16 names] / YOU CAN CALL YOURSELF AN AMERICAN ONLY BECAUSE / THESE MEN SERVED AND DIED, TO GIVE YOU THE RIGHT TO SAY SO. /   [564 Names]  ERECTED BY THE CONCORD COMMUNITY COUNCIL IN THE YEAR 1947 / WITH THE AID OF CONTRIBUTIONS FROM THE PEOPLE OF THIS TOWNSHIP. / SITE GRANTED THROUGH THE COURTESY OF THE PATRICK J. DALESSIO POST NO. 1310 OF THE AMERICAN LEGION. /"
Coney Island Boardwalk,coney island boardwalk,311,Y,Brooklyn,Coney Island Beach,B169,13,47,Surf Avenue and Broadway,M,1923,,Columns with tablets,,,Granite,,,,,Gift,,,07/01/1993,,,,,,,,
Coney Island Tablet,,2156,Y,Brooklyn,,B113A,,,"Brooklyn War Memorial, auditorium, west side",Y,"Sept. 11, 1925",,Plaque with flag decorations at top and sea scene at top center,,,Bronze,,,,,,,,,,,Y         ,,,," World War I, War Memorial","IN LASTING AND GRATEFUL REMEMBRANCE OF / THE CONEY ISLAND MEN / WHO GAVE OR RISKED THEIR ALL IN THE / SERVICE OF OUR COUNTRY DURING / THE WORLD WAR, THIS TABLET IS PLACED BY / THE CONEY ISLAND CHAMBER OF COMMERCE / SEPT. 11, 1925"
Conference Hall,conference hall,312,Y,Staten Island,Willowbrook Park,R030,2,50,Richmond and Rockland Avenues,N,1919,,Tablet on exterior wall,,,Bronze,,,,,,,,07/01/1993,,,,,,,,
Conference House Landmarks Tablet,conference house landmarks tablet,313,Y,Staten Island,Conference House Park,R006,3,51,Foot of Hylan blvd,Y,1958,,Plaque on exterior wall,,,Iron,,,,,,,,07/01/1993,,,,,,," Revolutionary War, War Memorial","LANDMARKS OF NEW YORK / BILLOPP HOUSE / BUILT BY AND FOR CHRISTOPHER BILLOPP ABOUT / 1680, THIS HOUSE WAS LONG A CENTER OF COLONIAL / HOSPITALITY.  IT IS KNOWN ALSO AS ""CONFERENCE / HOUSE"" BECAUSE BENJAMIN FRANKLIN, JOHN / ADAMS AND EDWARD RUTLEDGE MET HERE WITH / LORD HOWE AT HIS REQUEST ON SEPTEMBER / 11, 1776, IN AN UNSUCCESSFUL EFFORT TO HALT / THE AMERICAN REVOLUTION. / PLAQUE ERECTED 1958 BY / THE NEW YORK COMMUNITY TRUST /"
Conference House National Landmarks Tablet,conference house national landmarks tab.,314,Y,Staten Island,Conference House Park,R006,3,51,Foot of Hylan Boulevard,Y,1966,,Plaque on exterior wall,,,Bronze,,,,,,,,07/01/1993,,,,,,," Revolutionary War, War Memorial","THE CONFERENCE HOUSE / HAS BEEN DESIGNATED A / REGISTERED NATIONAL / HISTORIC LANDMARK / UNDER THE PROVISIONS OF THE / HISTORIC SITES ACT OF AUGUST 21, 1935 / THIS SITE POSSESSES EXCEPTIONAL VALUE / IN COMMEMORATING OF ILLUSTRATING / THE HISTORY OF THE UNITED STATES / U.S. DEPARTMENT OF THE INTERIOR / NATIONAL PARK SERVICE / 1966 /"
public school #149,,1250,N,Brooklyn,,,0,0,"SUTTER AVE., VERMONT AND; wyona Streets",Y,1910,,tablet,,,bronze,gorham co.,,,,gift. $150.,,,07/01/1993,,,,,,,,
Conference House Tablet,conference house tablet,316,Y,Staten Island,Conference House Park,R006,3,51,Foot of Hylan Boulevard,Y,1929,,Tablet on wall,"H: 1'2"" W: 1'",,Bronze,,,,,Gift of the Richmond Chapter of the Daughters of the American Revolution,,,07/01/1993,,,,,,," Revolutionary War, War Memorial","THE CONFERENCE HOUSE / LONG KNOWN AS / ""THE BILLOPP HOUSE"" / BUILT BEFORE 1700 / IN THIS HOUSE ON SEPTEMBER 11, 1776 / AFTER THE BATTLE OF LONG ISLAND / A PEACE CONFERENCE WAS HELD / BETWEEN LORD HOWE, BENJAMIN FRANKLIN, JOHN ADAMS, AND EDWARD RUTLEDGE. / ERECTED BY ABRAHAM COLE CHAPTER / RICHMOND COUNTY CHAPTER / STATEN ISLAND CHAPTER / DAUGHTERS OF THE AMERICAN REVOLUTION / MAY 25, 1929 /"
Confucius,,317,N,Manhattan,,,5,2,APPELLATE COURT; Madison Avenue and 25th Street,Y,1899,,statue,,,,,,Philip Martiny,,purchase,,,07/01/1993,,,,,,, Sculpture,
Confucius,Confucius,318,N,Manhattan,,,3,1,Traffic island at the intersection of the Bowery and Division Street,Y,1976,1976,Standing figure (heroic scale) with integral plinth on pedestal; terrace surrounded by sixteen bollards connected by swag chains,"figure h 8' x diameter 3'8""; plinth h 6½""; pedestal h 8' x w 10' x d 10'; total h 16' (approximate)",,Figure--bronze; pedestal--concrete faced with variegated green Eastern Taiwan marble; terrace and bollards--variegated Eastern Taiwan green marble,Industrial foundry in Hong Kong (?),,Liu Shih,W.S. Chen (original pedestal); Tieh Chi Ho (renovated pedestal),Chinese Consolidated Benevolent Association of New York City; government of the Republic of China (?),,,07/01/1993,,,Y         ,,,"$750,000",,"1) integral plinth: ""[foundry mark in Chinese]""  2a) pedestal, east side: ""CONFUCIUS / [name in Chinese] /---/ [eighteen-column Chinese inscription, followed by a red seal] /---/ THE CHAPTER OF GREAT HARMONY (TA TUNG) / BY CONFUCIUS (551-479 B C) /---/ WHEN THE GREAT PRINCIPLE PREVAILS THE WORLD IS A COMMON- / WEALTH IN WHICH RULERS ARE SELECTED ACCORDING TO THEIR WIS- / DOM AND ABILITY. MUTUAL CONFIDENCE IS PROMOTED AND GOOD / NEIGHBORLINESS CULTIVATED. HENCE, MEN DO NOT REGARD AS PA- / RENTS ONLY THEIR OWN PARENTS NOR DO THEY TREAT AS CHILDREN / ONLY THEIR OWN CHILDREN. PROVISION IS SECURED FOR THE AGED / TIL DEATH, EMPLOYMENT FOR THE ABLE BODIED AND THE MEANS OF / GROWING UP FOR THE YOUNG. / HELPLESS WIDOWS AND WIDOWERS, / ORPHANS AND THE LONELY, AS WELL AS THE SICK AND THE DISABLED, / ARE WELL CARED FOR. MEN HAVE THEIR RESPECTIVE OCCUPATIONS / AND WOMEN THEIR HOMES. THEY DO NOT LIKE TO SEE WEALTH LYING / IDLE, YET THEY DO NOT KEEP IT FOR THEIR OWN GRATIFICATION / THEY DESPISE INDOLENCE, YET THEY DO NOT US..."
Connolly,,320,N,Brooklyn,,,4,37,P.S. 113; Evergreen Avenue and Moffat St.,Y,1931,,tablet,,,bronze,,,,superb bronze company,gift of teachers of p.s 113,,,07/01/1993,,,,,,,,
Conrad Poppenhusen,"Poppenhusen, Conrad",1208,Y,Queens,Hermon A. MacNeil Park,Q042,7,19,"Poppenhusen Triangle, College Point Boulevard, 12th Avenue",Y,"November 1,1884",1884,Bust on pedestal on stepped base,"H: 12'6"" W: 5' D: 5'",,"Bronze, Barre granite",,,Henry Baerer,,Residents of College Point,,,07/01/1993,,,Y         ,,,1800.00, Scientist/Inventor,"POPPENHUSEN / TO THE MEMORY OF / THE BENEFACTOR OF / COLLEGE POINT/ ERECTED NOV. 1, 1884/  "
Conservatory Building Plaques,conservatory building plaques (5),322,O,the Bronx,Bronx Park,X002,14,12,New York Botanical Garden,Y,,,Five tree markers on recessed plinths,"Each H: 7"" W: 10""",,"Bronze, concrete",,,,,,,,07/01/1993,,,,,,,,
Conservatory Garden Fountain,conservatory garden fountain,323,Y,Manhattan,Central Park,M010,7,8,Conservatory Gardens; Fifth Avenue and 105th Street,Y,1927,,Display fountain,"Coping H:11"" W: 2'; Oval Diameter: 1'8""; Bronze H: 1'2"" Diameter: 10""",,"Concrete, granite, bronze",,,,,,,,07/01/1993,,,Y         ,,,,,
Conservatory Herb Garden Plaques,conservatory herb garden fntn (2),325,O,the Bronx,Bronx Park,X002,14,12,New York Botanical Garden,Y,,,One plaque on plinth; one plaque on boulder,"Plaque H: 15"" W: 24"" D: 1/4""; Plinth H: 15"" W: 24"" D: 4""; Plaque H: 6"" W: 10""; Boulder H: 10"" W: 26"" D: 6""",,"Bronze, brick, natural boulder",,,,,Herb Society of America,,,07/01/1993,,,,,,,,"PLAQUE #1- 15""H X 24""W X 1/4""D  PLAQUE #2- 10""W X 6""H  #1-DESIGNED AND DONATED BY THE NEW YORK UNIT OF THE HERB SOCIETY OF AMERICA. SPRING 1948.  #2-IN MEMORY OF ADRIENNE MRS. CHARLES B. REED, CHAIRMAN, NEW YORK UNIT HERB SOCIETY OF AMERICA.  1949-1951."
Consolidation of Greater New York,Consolidation of Greater New York,326,N,Manhattan,,,1,1,"Surrogate's Court/Hall of Records, 31 Chambers Street, Chambers Street vestibule",Y,1906,ca. 1906,group of one male and two female figures (life size),,,white marble,,,Albert Weinert,,"$75,000 (total for all 47 sculptures originally in and on Surrogate's Court/Hall of Records); purchase",,,07/01/1993,,,,,,, Sculpture,CONSOLIDATION / OF / GREATER NEW YORK / 1898.
"Conway, Frank Tablet",,327,N,the Bronx,,,0,0,,M,,,,,,,,,,,,,,07/01/1993,,,,,,,,
Cooperation Monument,,329,N,Manhattan,,,3,1,DRY DOCK SAVINGS BANK; Grand Street and Pitt Street,Y,,,plaque on upright stele,,,bronze granite and metal,,,,,drydock savings bank,,,07/01/1993,,,,,,,,"COOPERATION  COOPERATION MEANS CONCERT FOR THE DIFFUSION OF WEALTH.  IT LEAVES NOBODY OUT WHO HELPS TO PRODUCE IT.  IT TOUCHES NO MAN'S FORTUNE: IT SEEKS NO PLUNDER:  IT CAUSES NO DISTURBANCE IN SOCIETY;  IT CONTEMPLATES NO VIOLENCE;  IT SUBVERTS NO ORDER...IT ACCEPTS NO GIFT NOR ASKS ANY FAVOR;  IT KEEPS NO TERMS WITH THE IDLE AND IT WILL BREAK NO FAITH WITH THE INDUSTRIOUS...IT MEANS SELF-HELP, SELF-DEPENDENCE AND SUCH SHARE OF THE COMMON COMPETENCE AS LABOR SHALL EARN OR THOUGHT CAN WIN........  GEORGE JACOB HOLYOAK LONDON, ENGLAND-1885"
"Corbett, James J.",,330,N,Queens,,,11,19,Corbett Rd. and 221st St. Bayside,Y,,,plaque on boulder,,,bronze,"U.S. Bronze Sign Company, NY",,,,bayside historical society,,,07/01/1993,,,,,,,,JAMES J. CORBETT 1866-1933 WORLD'S HEAVYWEIGHT BOXING CHAMPION 1892-1897. BELOVED RESIDENT OF BAYSIDE WHO RESIDED AT 221-04 CORBETT ROAD 1902-1933. DEDICATED IN HIS MEMORY BY BAYSIDE HISTORICAL SOCIETY 1971.
Cormorants,Cormorants,333,O,Manhattan,Central Park,M010,7,8,"Central Park Zoo; Gallery, south end of west façade",Y,1935,1935,Bas-relief,,,Indiana limestone,,,Emil Siebern,Aymar Embury II,,,,07/01/1993,,,,,,," Animal: other, Sculpture",[signed] SIEBERN
"Dillingham, James D.",,386,N,Queens,,,7,20,"NEWTOWN HIGH SCHOOL; Chicago Avenue and Jerry St., Elmhurst",Y,,,relief,,,bronze,,,Olaf Bjorkman,,gift,,,07/01/1993,,,,,,,,
Cornelius De Lamater and John Ericsson,"de lamater, cornelius and ericsson, john",368,N,Manhattan,,,2,3,Cunard Pier #54; Foot of West 13th Street,M,October 1922,,Plaque,"H: 4' W: 4'9""",,Bronze,,,Isidore Konti,,De Lamater-Ericsson Tablet Committee,,,07/01/1993,,,,,,, Scientist/Inventor,"NEAR THIS SITE ON 10TH AVENUE FROM WEST LITTLE 12TH STREET TO 14TH STREET, CORNELIUS H. DE LAMATER INSPIRED BY THE INVENTIVE GENIUS OF CAPT. JOHN ERICSSON, IN LARGE PART BUILT THE MONITOR AS MANNED BY SKILLED NECHANICS OF THIS PLANT.  THE NOVEL FIGHTING MACHINE DEFEATED THE IRON CLAD MERRIMAC THUS SAVING THE FEDERAL FLEET FROM DESTRUCTION.  THE TRIUMPH OF THE MONITOR SERVE TO PRESERVE THE UNION.  DE LAMATER-IRON WORKS 1849-1889"
Cornelius Heeney Memorial,"Heeney, Cornelius",699,Y,Brooklyn,Columbus Park,B113C,2,33,"In front of New York State Supreme Court building, at Montague and Court Streets",Y,"October 27, 1977",ca. 1977,Plaque with relief medallion on plinth,"Plinth H: 1'2"" L: 4'4"" W: 2'10""; Plaque L: 3'9"" W: 2'3"" (approximate)",,"Pennsylvania black granite, bronze",,,Anneta Duveen,,Brooklyn Benevolent Society,,,07/01/1993,,,Y         ,,,," Politcal Figure, Philanthropy","[medallion at top] /---/ [raised signature:] Cornelius Heeney /---/ CORNELIUS HEENEY / 1754-1848 / IRISH IMMIGRANT, AMERICAN PATRIOT / EXEMPLARY CATHOLIC, PIONEER, PHILANTHROPIST, / STATESMAN, COMING IN POVERTY, RISING BY / INDUSTRY, STILL SHARING IN GENEROSITY, / FRIEND OF ORPHANS, WIDOWS, / AND POOR OF BROOKLYN. / DEDICATED OCTOBER 27, 1977 / BROOKLYN BENEVOLENT SOCIETY / FOUNDED MAY 10, 1845  "
